epoch,train_loss,train_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,learning_rate,epoch_time_seconds,process_rss_mb
1,1.471928071559091,0.4257347100873709,0.4291503526132669,0.4257158046631731,0.41982758585105984,1.6974022600385879,0.3277777777777778,0.35878987240829346,0.3277777777777778,0.32795046669726974,0.0001,7.926232299992989,518.328125
2,0.7989415334651544,0.7394757744241461,0.7381373615787922,0.7395306447938027,0.7362678823750454,1.5795050779978435,0.31666666666666665,0.3379453713852691,0.3166666666666667,0.2963436545673388,9.990133642141359e-05,7.950675299995055,513.515625
3,0.5249020812812545,0.8339952343129468,0.834884402689919,0.8340396445659604,0.8342095384531495,1.1944044563505385,0.5611111111111111,0.648577443798032,0.561111111111111,0.5529678403319708,9.96057350657239e-05,7.713861399999587,513.03125
4,0.3781893342330969,0.8800635424940428,0.8792257433153906,0.8801169590643275,0.8793985788903836,0.7906339128812154,0.7611111111111111,0.7813957217007709,0.7611111111111111,0.7649267067343742,9.911436253643444e-05,13.366508899998735,514.00390625
5,0.30995923945882947,0.8991262907069102,0.8987864970785134,0.8991949570896939,0.898913484494681,0.5825586371951633,0.8055555555555556,0.8200307630665981,0.8055555555555557,0.810734905767243,9.842915805643155e-05,28.107106499999645,508.265625
6,0.24179589594518314,0.9150119142176331,0.9153043443882106,0.9150565808460546,0.9148123498353927,0.4771389795674218,0.8444444444444444,0.856024531024531,0.8444444444444444,0.8477205090296849,9.755282581475769e-05,22.475181699999666,510.2421875
7,0.2107378423119273,0.9332803812549643,0.9331965583966837,0.9333219412166782,0.9331684468005563,0.37673634555604724,0.8888888888888888,0.8912688481028302,0.8888888888888888,0.8897648789339133,9.648882429441257e-05,12.521786000004795,508.5
8,0.19548598509444615,0.9324861000794281,0.9328595990718508,0.932535885167464,0.9325312993794723,0.31265201767285666,0.8777777777777778,0.8790657498631638,0.8777777777777778,0.8778711018101301,9.524135262330098e-05,12.62577309999324,513.0078125
9,0.19355609560883927,0.9332803812549643,0.9331315173762461,0.9333105491000229,0.9331083109623197,0.25418974061807,0.9055555555555556,0.9053635432667692,0.9055555555555556,0.9052258023993468,9.381533400219317e-05,13.083592000002682,504.77734375
10,0.1775256223810912,0.9412231930103256,0.9415245025925012,0.9412546517809677,0.9410580700826318,0.22905643317434524,0.8944444444444445,0.8941468253968253,0.8944444444444445,0.8939995056235324,9.221639627510075e-05,13.45028870000533,509.78515625
11,0.13178631779312425,0.9531374106433678,0.9532121084549995,0.9531670084301664,0.9531877178949072,0.19505006853077148,0.9166666666666666,0.9162711654925225,0.9166666666666666,0.9163826371522954,9.045084971874735e-05,15.612996500000008,507.78125
12,0.13535822522578683,0.9515488482922955,0.9520740235568597,0.9515645173539911,0.9516824833039225,0.1877058193087578,0.9166666666666666,0.9158800317066446,0.9166666666666666,0.915366858888805,8.852566213878945e-05,19.032870200004254,507.3984375
