epoch,train_loss,train_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,learning_rate,epoch_time_seconds,process_rss_mb
1,1.5731991007746544,0.3931691818903892,0.40196158697886664,0.3931077694235589,0.39243563160419187,1.7281571229298909,0.2111111111111111,0.2093733949666153,0.2111111111111111,0.12779403896390018,0.0001,6.848472199999378,511.0859375
2,0.8490179122393807,0.73868149324861,0.7376285264918684,0.7387142097668414,0.7376694816542938,1.559959077835083,0.38333333333333336,0.5450823656069859,0.38333333333333336,0.3509392568127508,9.990133642141359e-05,6.61925809999957,513.3515625
3,0.5132169946968982,0.8538522637013503,0.8548603063654836,0.853888509151667,0.8538079380277562,1.1966735998789468,0.6166666666666667,0.678722374117111,0.6166666666666667,0.6020955548211188,9.96057350657239e-05,8.485472499996831,506.0703125
4,0.3848435383074051,0.8713264495631453,0.8701469131713816,0.8713830029619504,0.870624199362998,0.8590642664167616,0.75,0.7934833680197554,0.75,0.7555260422609161,9.911436253643444e-05,9.673185399995418,519.25390625
5,0.3386262727219307,0.8935663224781573,0.8934747968393064,0.8936128199286094,0.8930543060818029,0.658010925187005,0.7777777777777778,0.8129112109960265,0.7777777777777778,0.7849765940299497,9.842915805643155e-05,9.685803199994552,515.5
6,0.29370046937816,0.8991262907069102,0.8991823764222936,0.8991721728563834,0.8990380312868366,0.47333970069885256,0.8444444444444444,0.8526010185724683,0.8444444444444444,0.8467882696358645,9.755282581475769e-05,10.42544430000271,506.4609375
7,0.23219654102520493,0.9245432883240667,0.9252769521732743,0.9245803903698641,0.9241703185841499,0.3791076448228624,0.8611111111111112,0.8691061253561254,0.861111111111111,0.862476143927757,9.648882429441257e-05,12.540392900002189,494.57421875
8,0.2074752148178667,0.9253375694996029,0.9254632228774691,0.9253702437912965,0.9253346610416245,0.3152787725130717,0.8888888888888888,0.8899270794710171,0.888888888888889,0.8892408385045228,9.524135262330098e-05,11.133304099996167,499.125
9,0.17225145225467145,0.9459888800635425,0.9460721526216621,0.9460279486595274,0.9458578409096234,0.2735671593083276,0.8944444444444445,0.8959335288367547,0.8944444444444445,0.8935841966683866,9.381533400219317e-05,11.358259699998598,494.4765625
10,0.1645200967883382,0.9444003177124702,0.9442437733593391,0.9444368497000077,0.9443243379000189,0.23213315142525567,0.9055555555555556,0.9070035378815969,0.9055555555555556,0.9059670597467835,9.221639627510075e-05,10.013355899995076,497.6328125
11,0.16721954825759597,0.9388403494837172,0.938835173048556,0.9388736994000153,0.9387898744302907,0.21624393794271682,0.9111111111111111,0.9148582830568124,0.9111111111111111,0.9114857791576627,9.045084971874735e-05,9.354363499995088,499.3671875
12,0.12334033785309462,0.960285941223193,0.960352065398817,0.9603060682008051,0.9602843616187527,0.21108032133844162,0.9166666666666666,0.9196581196581198,0.9166666666666666,0.9167047798403732,8.852566213878945e-05,9.223356499998772,497.4921875
13,0.11154396140783718,0.9571088165210484,0.9574475057986777,0.9571276676539835,0.9572013254764653,0.18263028926319547,0.9222222222222223,0.9239087972353693,0.9222222222222224,0.9220599167410052,8.644843137107056e-05,9.958026500004053,502.3125
14,0.10405709685623125,0.9690230341540905,0.9690344972879837,0.9690362269309638,0.9690006237724852,0.16426257987817128,0.9222222222222223,0.9283039449706116,0.9222222222222222,0.9225158667813812,8.422735529643442e-05,9.522676599997794,502.7421875
15,0.106471221967999,0.9642573471008737,0.9643495219187569,0.9642743221690591,0.9642761250548254,0.14332084672318565,0.9333333333333333,0.9366814252582754,0.9333333333333335,0.933182232157642,8.187119948743447e-05,9.235515199994552,502.74609375
16,0.10893927889745135,0.9626687847498014,0.9631311747027739,0.9626946153261944,0.9628027772791695,0.12967144515779283,0.9444444444444444,0.9481600774704223,0.9444444444444445,0.9446084518118417,7.938926261462366e-05,9.13844839999365,498.7421875
17,0.10839998277053652,0.9634630659253376,0.9637051590076546,0.9634768740031898,0.9634634217647088,0.12032482359144422,0.9444444444444444,0.9468362733384871,0.9444444444444445,0.9444077604388775,7.679133974894982e-05,9.2464536999978,500.6875
18,0.0790036869626655,0.9753772835583797,0.9753657259895582,0.9753854332801701,0.9753644671017089,0.11565273023313946,0.9388888888888889,0.9410198761811666,0.938888888888889,0.9383203620908538,7.408768370508575e-05,9.570663200000126,500.703125
19,0.12497470642101964,0.9507545671167593,0.951020363843995,0.9507822586769956,0.9508209707586165,0.11172600090503693,0.9388888888888889,0.9427065345975246,0.938888888888889,0.9386123077009434,7.128896457825361e-05,9.454539999998815,501.953125
20,0.0847146592270864,0.9729944400317713,0.9732625970554513,0.9730082782714362,0.9730021705963958,0.11698199013868968,0.9444444444444444,0.9470245695037948,0.9444444444444445,0.9442910040046398,6.840622763423389e-05,9.646381099999417,494.77734375
21,0.07808135219089941,0.9722001588562351,0.9723483070354986,0.9722184248500039,0.9722452258990769,0.08928839878903495,0.9666666666666667,0.9671919416635769,0.9666666666666667,0.966751566793245,6.545084971874736e-05,9.322204199997941,496.90234375
22,0.07257124161417282,0.9729944400317713,0.9729357076124535,0.9730158730158731,0.9729280264086513,0.08282241274913152,0.9777777777777777,0.9779569892473119,0.9777777777777779,0.9777762341391126,6.243449435824272e-05,9.150622699999076,505.28515625
23,0.07103313928184479,0.9785544082605242,0.9785851081617252,0.9785638338269917,0.9785540477133107,0.09081938556498952,0.9666666666666667,0.9670127301940429,0.9666666666666667,0.9666604921120064,5.9369065729286224e-05,9.226211799999874,505.70703125
24,0.06910058664456839,0.977760127084988,0.9778616798160221,0.9777777777777779,0.9777826415387317,0.09561921788586511,0.9666666666666667,0.9673835125448029,0.9666666666666667,0.9668457287518137,5.626666167821521e-05,9.856954000002588,496.02734375
