epoch,train_loss,train_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,learning_rate,epoch_time_seconds,process_rss_mb
1,1.4668955892868891,0.4257347100873709,0.43065302815350726,0.425742386268702,0.42007476662311793,1.664027738571167,0.36666666666666664,0.39859492775089694,0.3666666666666667,0.37413472150835086,0.0001,8.996186500000476,514.3203125
2,0.7896128220630128,0.7553613979348689,0.7540267823472905,0.7554036606668185,0.7524775417164388,1.4633213414086237,0.4444444444444444,0.5080370007143463,0.4444444444444444,0.4296600566658924,9.990133642141359e-05,9.141074499995739,517.70703125
3,0.511831334415554,0.835583796664019,0.8367588379474636,0.8356269461532619,0.8359015913500433,1.0721774763531156,0.6388888888888888,0.7060922508290929,0.638888888888889,0.6337079351913112,9.96057350657239e-05,10.224809200000891,514.26171875
4,0.3649685723711518,0.8895949166004765,0.8899143256382841,0.8896445659603555,0.8891687168984298,0.7169733789232042,0.7777777777777778,0.799479269822407,0.7777777777777777,0.7804452370241844,9.911436253643444e-05,9.00377060000028,519.234375
5,0.30062443528078775,0.8911834789515488,0.890934057008451,0.8912546517809675,0.8909581845723266,0.5169169664382934,0.8444444444444444,0.8577245911748016,0.8444444444444446,0.8462727328552472,9.842915805643155e-05,9.00743070000317,514.65234375
6,0.24107488319928727,0.9221604447974583,0.922870423098014,0.9221994379889117,0.9222299769577287,0.3763800448841519,0.8833333333333333,0.8912003968253969,0.8833333333333333,0.8849376368286269,9.755282581475769e-05,8.98040570000012,518.0625
7,0.21590879999805387,0.9253375694996029,0.9252866515692046,0.9253816359079515,0.9252124556005107,0.28732588953442045,0.9055555555555556,0.9114020662028253,0.9055555555555556,0.9066267267703432,9.648882429441257e-05,8.631182700002682,523.02734375
8,0.17463353617121247,0.9451945988880064,0.9453198042197756,0.9452305004936584,0.9452357807161215,0.23735756907198163,0.9277777777777778,0.9340716233189351,0.9277777777777777,0.9285181719823653,9.524135262330098e-05,8.836695100006182,521.42578125
9,0.17356302266359044,0.9444003177124702,0.9448282552601937,0.9444254575833524,0.9445524150202264,0.20776816805203754,0.9388888888888889,0.9451115093588212,0.9388888888888888,0.9395210579852513,9.381533400219317e-05,9.140361100005975,519.5078125
10,0.15425324004448246,0.9499602859412232,0.9503317778261117,0.9499924052555633,0.9499523342976409,0.19215165045526292,0.9388888888888889,0.9390880127439267,0.9388888888888888,0.9384574825040745,9.221639627510075e-05,9.245389999996405,514.4921875
11,0.13179100662872278,0.9579030976965845,0.9582590329586824,0.9579289131920712,0.9580379215583368,0.1763918078607983,0.9333333333333333,0.9336149513568869,0.9333333333333332,0.9332139940958483,9.045084971874735e-05,8.869021099999372,525.77734375
12,0.12218394035190888,0.9594916600476568,0.9596977482896302,0.9595124174071543,0.9595710180596076,0.15478049301438862,0.9333333333333333,0.9341077828981055,0.9333333333333332,0.9332947114595923,8.852566213878945e-05,8.882111400002032,516.734375
13,0.12704726287279933,0.9571088165210484,0.9572713253324673,0.957123870281765,0.9571595583224104,0.13162390424145592,0.9444444444444444,0.9462801174830745,0.9444444444444443,0.9446564392349655,8.644843137107056e-05,9.02935620000062,515.65234375
14,0.11525736137265909,0.9618745035742653,0.9618167744312575,0.9618933697881067,0.9618477567150171,0.11466011570559607,0.9666666666666667,0.9686745092751767,0.9666666666666668,0.9669936848702982,8.422735529643442e-05,8.933666100005212,520.765625
15,0.1099436311872352,0.9618745035742653,0.9621912860243879,0.9618933697881067,0.9619211862771415,0.13197139385673734,0.9444444444444444,0.9460591578871149,0.9444444444444445,0.9443819560942739,8.187119948743447e-05,8.816212099998666,522.48828125
16,0.09610428309994228,0.9650516282764099,0.9651506569424736,0.9650717703349283,0.9650349822994349,0.10392234623432159,0.9666666666666667,0.9684027777777778,0.9666666666666667,0.9667186236047565,7.938926261462366e-05,9.54027519999363,520.96484375
17,0.10205333595289134,0.9674344718030182,0.9675969145136195,0.9674603174603175,0.9674970521414016,0.10901621166202757,0.95,0.9523649961149961,0.9500000000000001,0.9498675802256994,7.679133974894982e-05,9.797511799995846,517.953125
18,0.07411215691054218,0.9769658459094519,0.9769909769138745,0.9769765322396902,0.9769506395706724,0.10283732695711983,0.9444444444444444,0.9447397461023712,0.9444444444444445,0.9442357338511443,7.408768370508575e-05,8.976931400000467,520.80078125
19,0.07470527670040691,0.9761715647339158,0.9765951209715024,0.9761790840738209,0.9762600639462531,0.09304756869872412,0.9611111111111111,0.961251920122888,0.9611111111111111,0.9609101187111362,7.128896457825361e-05,9.90492660000018,518.97265625
