epoch,train_loss,train_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,learning_rate,epoch_time_seconds,process_rss_mb
1,1.5128574170604219,0.43208895949166004,0.43517783347114647,0.4322548796233007,0.4248222049704243,1.8097709470325045,0.16666666666666666,0.08842731239839137,0.16666666666666666,0.1144776060867519,0.0001,9.15167400000064,532.8515625
2,0.810623145226546,0.7601270849880858,0.7587693678685645,0.7602301207564365,0.7578141507671949,1.5685440407858955,0.37222222222222223,0.38303938859494413,0.37222222222222223,0.30610356235356234,9.990133642141359e-05,9.109302500000922,520.39453125
3,0.5110411662682358,0.8459094519459889,0.8459706771760045,0.8459823801929066,0.8453740870750405,1.1545452210638258,0.5722222222222222,0.6668495380824148,0.5722222222222223,0.5767777823103352,9.96057350657239e-05,8.93826600000466,522.0078125
4,0.3946352315337247,0.8745035742652899,0.8741444436622388,0.8745765929976456,0.873774409210855,0.7912622067663405,0.7777777777777778,0.7969494065358543,0.7777777777777777,0.7795581833411136,9.911436253643444e-05,8.89266409999982,522.265625
5,0.2992142860950034,0.90945194598888,0.9094442418581409,0.9095162147793725,0.9094376388502955,0.5687697649002075,0.85,0.8657949873497787,0.8500000000000001,0.8507104465121911,9.842915805643155e-05,8.78367860000435,532.61328125
6,0.2860117959682671,0.9126290706910246,0.9129430897566323,0.9126642363484468,0.9124767330935734,0.46119189659754434,0.8722222222222222,0.8859511058864508,0.8722222222222222,0.8718982766823117,9.755282581475769e-05,8.76891899999464,522.0625
7,0.21668954909652638,0.9293089753772835,0.9293977450643164,0.929346092503987,0.9292883281972832,0.39157907896571686,0.8888888888888888,0.8935826352715482,0.888888888888889,0.8879216684364488,9.648882429441257e-05,8.942587999998068,522.14453125
8,0.22164918528462896,0.9237490071485306,0.9240091126731563,0.92379433432065,0.9237057153061734,0.37282938493622675,0.8777777777777778,0.8799354431410884,0.8777777777777778,0.8766414194406439,9.524135262330098e-05,8.89692279999872,536.3984375
9,0.19540252924154825,0.9412231930103256,0.9411461910070525,0.9412622465254042,0.9410972785121173,0.31210153566466436,0.9111111111111111,0.9192216280451575,0.9111111111111111,0.9117341145053409,9.381533400219317e-05,9.504668399997172,522.27734375
10,0.18073379660855218,0.9356632247815727,0.9359190508331046,0.9357028935976303,0.9357483991052652,0.25539660685592225,0.9166666666666666,0.916568778409481,0.9166666666666665,0.9159333046410479,9.221639627510075e-05,8.972633700002916,528.421875
11,0.15292745241577232,0.9531374106433678,0.9531962071574748,0.9531594136857295,0.9531620531869085,0.23701315257284378,0.9111111111111111,0.9146565066684643,0.911111111111111,0.9104992690203039,9.045084971874735e-05,8.841890600000625,523.53125
12,0.12523258344297658,0.9579030976965845,0.9579648832003658,0.9579327105642895,0.9578923630932223,0.20091526806354523,0.9277777777777778,0.9347315661357407,0.9277777777777777,0.9275066341783694,8.852566213878945e-05,8.947866199996497,527.52734375
13,0.11576230461820901,0.9610802223987291,0.96109639082951,0.9610959216222374,0.9610675973609734,0.17827083799574112,0.9277777777777778,0.9302436052528749,0.9277777777777777,0.9280662834574008,8.644843137107056e-05,8.871731100000034,528.84765625
14,0.10969413889126706,0.9626687847498014,0.9629036718022136,0.9626870205817575,0.9626869424257793,0.16044138107034894,0.9222222222222223,0.9262920149773598,0.9222222222222222,0.9229301002947805,8.422735529643442e-05,8.925650700002734,525.609375
15,0.12822520472493978,0.9539316918189039,0.9541488738847872,0.9539454697349434,0.9539483653691567,0.1350567168659634,0.95,0.9525896602615833,0.9500000000000002,0.9501099740993681,8.187119948743447e-05,8.939638699994248,527.984375
16,0.08927053762296536,0.9722001588562351,0.9721241116274904,0.9722184248500039,0.9721437581215646,0.13540537158648172,0.95,0.9515681003584229,0.9500000000000001,0.950344519888711,7.938926261462366e-05,9.424703600001521,522.5
17,0.11493710234518606,0.9531374106433678,0.9532509953830531,0.9531670084301664,0.9531126907686831,0.11073273734913933,0.9555555555555556,0.9577155483405484,0.9555555555555556,0.9556890102684865,7.679133974894982e-05,9.24700870000379,521.58984375
18,0.08809149800263481,0.9737887212073074,0.9738977350734039,0.973801929065087,0.9738372548010131,0.09709202899701065,0.9722222222222222,0.9740957966764419,0.9722222222222223,0.9720799549278322,7.408768370508575e-05,8.856029800001124,524.18359375
19,0.06900760759854714,0.9761715647339158,0.9767300187164198,0.9761866788182578,0.9762338277907431,0.07742945026192401,0.9722222222222222,0.9740957966764419,0.9722222222222223,0.9720799549278322,7.128896457825361e-05,9.045285000000149,527.125
20,0.07109304448268638,0.9769658459094519,0.9769785919050232,0.9769727348674717,0.9769609090114182,0.07485195284502374,0.9777777777777777,0.9788306451612904,0.9777777777777779,0.9776649221660985,6.840622763423389e-05,8.832652599994617,520.98046875
21,0.0689427866478398,0.9761715647339158,0.9765312040952058,0.9761828814460394,0.9762309882060526,0.07896290106905832,0.9722222222222222,0.9727474972191325,0.9722222222222223,0.9721170951062397,6.545084971874736e-05,8.832835700006399,529.77734375
22,0.07518835529105071,0.971405877680699,0.9714311521026006,0.9714247740563531,0.9713642009852208,0.07259181518521574,0.9722222222222222,0.9737903225806451,0.9722222222222223,0.9719960151294557,6.243449435824272e-05,8.98147759999847,527.2421875
23,0.059118627227333874,0.982525814138205,0.9828720263178169,0.9825358851674642,0.9825736142250916,0.056403468259506755,0.9888888888888889,0.989247311827957,0.9888888888888889,0.9888858016115588,5.9369065729286224e-05,9.319849100000283,521.90234375
24,0.06556513894873067,0.982525814138205,0.9825505686530338,0.9825396825396826,0.982530071644555,0.05006867771347364,0.9888888888888889,0.989247311827957,0.9888888888888889,0.9888858016115588,5.626666167821521e-05,10.05922489999648,529.421875
25,0.06789949907373113,0.9745830023828436,0.9747490949248349,0.9746031746031747,0.9746357088091263,0.054177814659972984,0.9833333333333333,0.9842069892473119,0.9833333333333334,0.9833194302829763,5.3139525976465657e-05,8.935173400001077,526.65625
26,0.05599016717518957,0.9809372517871326,0.9809240970950444,0.980952380952381,0.9809235349582995,0.052689254759914345,0.9833333333333333,0.9835125448028674,0.9833333333333334,0.9833317896946684,4.999999999999998e-05,9.159326699998928,527.6875
27,0.058841504224644854,0.9857029388403494,0.9858038536247662,0.9857142857142858,0.9856899603963089,0.05843867212533951,0.9833333333333333,0.9842069892473119,0.9833333333333334,0.9833194302829763,4.6860474023534314e-05,9.629938300000504,527.48046875
28,0.048848514333426525,0.9833200953137411,0.9833294639730159,0.9833333333333334,0.9833295315265168,0.05649757461829318,0.9833333333333333,0.9842069892473119,0.9833333333333334,0.9833194302829763,4.3733338321784775e-05,8.868878000001132,523.109375
